98.8
94.2
91.4
87.5
83.8
81.6
78.3
76.3
73.6
70.8
69.2
66.8
65.3
63.3
61.3
60.1
59.3
57.2
55.7
54.7
53.1
52.2
50.9
49.7
49
47.9
47.1
46
45.4
44.4
43.6
43.1
42.2
41.7
41
40.4
39.9
39.4
39.1
38.7
38.5
38.4
38.4
38.6
38.8
38.9
39
39
38.9
38.7
38.6
38.4
38.1
38
37.7
37.4
37.2
36.9
36.7
36.4
36.2
35.9
