97.7
93.7
88.6
84.4
81.9
78.6
75.5
73.7
71.1
69.3
67.1
65.6
64
63.3
62.4
61.8
61.2
60.6
60.2
59.7
59.4
58.9
58.4
58.1
57.7
57.4
56.9
56.5
56.2
55.8
55.6
55.1
54.7
54.4
54
53.7
53.3
52.9
52.6
52.2
51.8
51.5
51.1
50.9
50.5
50.1
49.8
49.4
49.2
48.8
48.4
48.1
47.7
47.5
47.1
46.7
46.4
46.1
45.8
45.4
45.1
44.7
